isoform	Chromosome 	Strand	 txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	Hugo	alignID	Canonical	length	effective_length	tx_expected_count	txTPM	txFPKM	IsoPct	gene_expected_count	geneTPM	geneFPKM
NM_033450.2	6	+	43399488	43418163	43399847	43417829	20	"43399488,43402358,43403488,43403830,43405671,43406361,43409599,43410707,43411670,43411896,43412525,43412862,43413336,43414014,43414985,43415421,43416618,43416844,43417159,43417666,"	"43401098,43402586,43403645,43403985,43405751,43406533,43409698,43410897,43411748,43412091,43412676,43413052,43413680,43414184,43415146,43415675,43416764,43416942,43417272,43418163,"	ABCC10	NM_033450.2	0	5088	4951.54	633.41	4.40	2.43	32.30	1945.00	13.63	7.54
NM_032583.3	16	-	48200821	48269088	48201184	48265832	30	"48200821,48201406,48204015,48204799,48209168,48210834,48212507,48218350,48220863,48221111,48226430,48227789,48230142,48231881,48232051,48234186,48237138,48239323,48242335,48244858,48247353,48248791,48249107,48250024,48256508,48258192,48261716,48264347,48265733,48269042,"	"48201277,48201571,48204129,48204878,48209328,48211024,48212597,48218537,48221001,48221338,48226628,48227893,48230232,48231978,48232186,48234390,48237211,48239448,48242407,48245110,48247461,48248940,48249255,48250198,48256742,48258340,48261875,48264484,48265850,48269088,"	ABCC11	NM_032583.3	1	4576	4439.54	0.00	0.00	0.00	0.00	13.00	0.10	0.05
NM_033151.3	16	-	48200821	48266182	48201184	48265832	29	"48200821,48201406,48204015,48204799,48209168,48210834,48212507,48218350,48220863,48221111,48226430,48227789,48230142,48231881,48232051,48234186,48237138,48239323,48242335,48244858,48247353,48248791,48249107,48250024,48256508,48258192,48261716,48264347,48265733,"	"48201277,48201571,48204129,48204878,48209328,48211024,48212597,48218537,48221001,48221338,48226628,48227893,48230232,48231978,48232186,48234390,48237211,48239448,48242407,48245110,48247461,48248940,48249255,48250198,48256742,48258340,48261875,48264484,48266182,"	ABCC11	NM_033151.3	0	4862	4725.54	11.81	0.09	0.05	90.07	13.00	0.10	0.05
NM_145186.2	16	-	48200821	48269088	48201184	48265832	29	"48200821,48201406,48204799,48209168,48210834,48212507,48218350,48220863,48221111,48226430,48227789,48230142,48231881,48232051,48234186,48237138,48239323,48242335,48244858,48247353,48248791,48249107,48250024,48256508,48258192,48261716,48264347,48265733,48269042,"	"48201277,48201571,48204878,48209328,48211024,48212597,48218537,48221001,48221338,48226628,48227893,48230232,48231978,48232186,48234390,48237211,48239448,48242407,48245110,48247461,48248940,48249255,48250198,48256742,48258340,48261875,48264484,48265850,48269088,"	ABCC11	NM_145186.2	0	4462	4325.54	1.19	0.01	0.01	9.93	13.00	0.10	0.05
NM_033226.2	16	-	48116883	48180681	48117625	48180335	29	"48116883,48117819,48119503,48120651,48121836,48122455,48125030,48130656,48134782,48138052,48139049,48141232,48142350,48145346,48145488,48145686,48149325,48151171,48155626,48158123,48162369,48164698,48167597,48172138,48173073,48174597,48175112,48177820,48180216,"	"48117712,48117984,48119617,48120730,48121996,48122645,48125120,48130813,48134920,48138279,48139247,48141336,48142440,48145418,48145573,48145821,48149529,48151244,48155751,48158195,48162648,48164806,48167746,48172286,48173247,48174827,48175264,48177976,48180681,"	ABCC12	NM_033226.2	1	5168	5031.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NR_003087.1	21	+	15646119	15673692	15673692	15673692	6	"15646119,15651916,15659870,15660724,15663890,15671758,"	"15646478,15651978,15660018,15660867,15664068,15673692,"	ABCC13	NR_003087.1	0	2824	2687.54	8.54	0.11	0.06	100.00	8.54	0.11	0.06
NR_003088.1	21	+	15646119	15663706	15663706	15663706	5	"15646119,15651916,15659870,15660724,15663606,"	"15646478,15651978,15660018,15660867,15663706,"	ABCC13	NR_003088.1	0	812	675.55	0.00	0.00	0.00	0.00	8.54	0.11	0.06
NM_000392.4	10	+	101542354	101611949	101542601	101611388	32	"101542354,101544364,101551990,101553307,101553648,101554169,101556853,101558963,101560142,101563775,101565138,101567140,101567839,101569890,101571292,101572774,101577064,101578546,101578845,101590063,101590472,101591367,101591733,101594136,101595847,101601723,101603555,101604078,101605380,101606717,101610358,101611258,"	"101542634,101544538,101552116,101553442,101553756,101554225,101557088,101559127,101560320,101564030,101565204,101567278,101567986,101569975,101571359,101572901,101577241,101578714,101579026,101590190,101590608,101591587,101591888,101594292,101596047,101601850,101603657,101604222,101605539,101606884,101610553,101611949,"	ABCC2	NM_000392.4	1	5446	5309.54	209.00	1.35	0.75	100.00	209.00	1.35	0.75
NM_001144070.1	17	+	48712217	48745288	48712297	48745202	12	"48712217,48733192,48734062,48734406,48735442,48735795,48736597,48738283,48741041,48741310,48742513,48744914,"	"48712342,48733369,48734188,48734544,48735568,48735857,48736729,48738475,48741219,48741472,48742606,48745288,"	ABCC3	NM_001144070.1	0	1885	1748.54	463.49	9.12	5.04	31.12	3415.00	29.33	16.21
NM_003786.3	17	+	48712217	48769063	48712297	48768561	31	"48712217,48733192,48734062,48734406,48735442,48735795,48736597,48738283,48741041,48741310,48742513,48744914,48745223,48745790,48746213,48746500,48746712,48750331,48750829,48752722,48752991,48753243,48753638,48755104,48755453,48757158,48760970,48761309,48762069,48764896,48768452,"	"48712342,48733369,48734188,48734544,48735568,48735857,48736729,48738475,48741219,48741472,48742606,48745118,48745370,48745878,48746280,48746627,48746889,48750499,48751019,48752837,48753136,48753451,48753949,48755304,48755580,48757260,48761117,48761468,48762236,48765091,48769063,"	ABCC3	NM_003786.3	1	5166	5029.54	2951.51	20.20	11.16	68.88	3415.00	29.33	16.21
NM_001301829.1	13	-	95672082	95953700	95673828	95953568	30	"95672082,95686858,95695935,95696519,95705348,95714957,95723915,95725457,95726467,95727685,95735393,95768175,95813442,95815375,95815863,95818411,95822785,95829960,95830250,95838954,95840706,95847089,95858785,95860053,95861687,95862945,95886863,95899228,95899896,95953494,"	"95673936,95686993,95696041,95696692,95705438,95715113,95724107,95725558,95726578,95727805,95735544,95768255,95813589,95815470,95815901,95818621,95822882,95830047,95830345,95839146,95840796,95847191,95859035,95860179,95861851,95863035,95887088,95899349,95900007,95953700,"	ABCC4	NM_001301829.1	0	5715	5578.54	74.36	0.46	0.25	5.07	1334.00	9.06	5.01
NM_005845.4	13	-	95672082	95953700	95673828	95953568	31	"95672082,95686858,95695935,95696519,95705348,95714957,95723915,95725457,95726467,95727685,95735393,95768175,95813442,95815375,95815863,95816631,95818411,95822785,95829960,95830250,95838954,95840706,95847089,95858785,95860053,95861687,95862945,95886863,95899228,95899896,95953494,"	"95673936,95686993,95696041,95696692,95705438,95715113,95724107,95725558,95726578,95727805,95735544,95768255,95813589,95815470,95815901,95816772,95818621,95822882,95830047,95830345,95839146,95840796,95847191,95859035,95860179,95861851,95863035,95887088,95899349,95900007,95953700,"	ABCC4	NM_005845.4	1	5856	5719.54	1081.08	6.51	3.60	71.84	1334.00	9.06	5.01
NM_001105515.2	13	-	95748024	95953700	95748388	95953568	21	"95748024,95768175,95813442,95815375,95815863,95816631,95818411,95822785,95829960,95830250,95838954,95840706,95847089,95858785,95860053,95861687,95862945,95886863,95899228,95899896,95953494,"	"95748433,95768255,95813589,95815470,95815901,95816772,95818621,95822882,95830047,95830345,95839146,95840796,95847191,95859035,95860179,95861851,95863035,95887088,95899349,95900007,95953700,"	ABCC4	NM_001105515.2	0	3076	2939.54	178.56	2.09	1.16	23.09	1334.00	9.06	5.01
NM_001301830.1	13	-	95748024	95953700	95748388	95953568	20	"95748024,95768175,95813442,95815375,95815863,95816631,95818411,95822785,95829960,95830250,95838954,95840706,95847089,95858785,95860053,95861687,95862945,95899228,95899896,95953494,"	"95748433,95768255,95813589,95815470,95815901,95816772,95818621,95822882,95830047,95830345,95839146,95840796,95847191,95859035,95860179,95861851,95863035,95899349,95900007,95953700,"	ABCC4	NM_001301830.1	0	2851	2714.54	0.00	0.00	0.00	0.00	1334.00	9.06	5.01
NM_005688.2	3	-	183637723	183735727	183639087	183732180	30	"183637723,183643342,183645117,183646534,183655688,183660514,183663637,183665111,183667540,183667759,183669228,183669644,183670873,183677520,183679298,183681172,183682972,183683164,183685482,183689350,183695304,183696290,183699514,183700238,183700561,183705557,183706359,183707013,183732051,183735617,"	"183639189,183643507,183645231,183646613,183655848,183660704,183663727,183665298,183667669,183667913,183669358,183669791,183671058,183677623,183679442,183681376,183683045,183683289,183685554,183689707,183695412,183696439,183699662,183700412,183700795,183705705,183706515,183707171,183732235,183735727,"	ABCC5	NM_005688.2	1	5843	5706.54	1823.04	11.00	6.08	61.33	2193.00	17.93	9.91
NM_001023587.1	3	-	183701540	183735727	183703130	183732180	7	"183701540,183703091,183705557,183706359,183707013,183732051,183735617,"	"183702682,183703166,183705705,183706515,183707171,183732235,183735727,"	ABCC5	NM_001023587.1	0	1973	1836.54	369.96	6.93	3.83	38.67	2193.00	17.93	9.91
NR_046570.1	3	+	183724125	183729207	183729207	183729207	3	"183724125,183728238,183729053,"	"183724249,183728429,183729207,"	ABCC5-AS1	NR_046570.1	0	469	332.57	7.00	0.72	0.40	100.00	7.00	0.72	0.40
NM_001171.5	16	-	16243421	16317328	16243989	16317291	31	"16243421,16244434,16248484,16248729,16251519,16253338,16255294,16256849,16259479,16263502,16267140,16269767,16271308,16272654,16276268,16276660,16278815,16280980,16282687,16284020,16286686,16291877,16295857,16297266,16302584,16306041,16308180,16313410,16313678,16315505,16317255,"	"16244098,16244629,16248651,16248888,16251666,16253440,16255421,16257049,16259790,16263710,16267261,16269843,16271483,16272822,16276445,16276787,16278891,16281068,16282831,16284224,16286779,16292039,16296035,16297470,16302716,16306103,16308306,16313539,16313804,16315688,16317328,"	ABCC6	NM_001171.5	1	5117	4980.54	25.00	0.17	0.10	70.10	26.25	0.25	0.14
NM_001079528.3	16	-	16315043	16317328	16315424	16317291	2	"16315043,16317255,"	"16315688,16317328,"	ABCC6	NM_001079528.3	0	718	581.55	1.25	0.07	0.04	29.90	26.25	0.25	0.14
NR_003569.1	16	+	18582569	18609607	18609607	18609607	10	"18582569,18584198,18586082,18586347,18591531,18593727,18597127,18602425,18603860,18608088,"	"18582633,18584382,18586208,18586476,18591657,18593789,18597259,18602629,18604038,18609607,"	ABCC6P1	NR_003569.1	0	2724	2587.54	1.00	0.01	0.01	100.00	1.00	0.01	0.01
NR_023387.1	16	-	14916288	14918559	14918559	14918559	2	"14916288,14918490,"	"14916925,14918559,"	ABCC6P2	NR_023387.1	0	706	569.55	3.75	0.23	0.13	100.00	3.75	0.23	0.13
NM_000352.4	11	-	17414431	17498392	17414537	17498323	39	"17414431,17415243,17415812,17416718,17417156,17417398,17418462,17418739,17419230,17419885,17424207,17426058,17427040,17428168,17428434,17428900,17429938,17432062,17434212,17434940,17436058,17436850,17438476,17448595,17449413,17449835,17450111,17452360,17453750,17464266,17464724,17470062,17474665,17482034,17483129,17484984,17491647,17496432,17498175,"	"17414675,17415306,17415946,17416822,17417265,17417477,17418593,17418860,17419344,17419988,17424300,17426216,17427110,17428335,17428676,17429000,17430064,17432200,17434293,17435025,17436157,17436886,17438509,17448701,17449489,17449952,17450217,17452506,17453791,17464429,17464859,17470218,17474830,17482223,17483372,17485151,17491769,17496574,17498392,"	ABCC8	NM_000352.4	0	4921	4784.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NM_001287174.1	11	-	17414431	17498392	17414537	17498323	39	"17414431,17415243,17415812,17416718,17417156,17417398,17418462,17418739,17419230,17419885,17424207,17426058,17427040,17428168,17428434,17428900,17429938,17432062,17434212,17434940,17436058,17436850,17438476,17448595,17449413,17449835,17450111,17452360,17453750,17464266,17464724,17470062,17474665,17482034,17483129,17484984,17491647,17496432,17498175,"	"17414675,17415306,17415946,17416822,17417265,17417477,17418593,17418860,17419344,17419988,17424300,17426216,17427110,17428335,17428676,17429000,17430064,17432200,17434293,17435025,17436157,17436886,17438512,17448701,17449489,17449952,17450217,17452506,17453791,17464429,17464859,17470218,17474830,17482223,17483372,17485151,17491769,17496574,17498392,"	ABCC8	NM_001287174.1	1	4924	4787.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NM_020297.3	12	-	21950323	22089628	21953977	22089608	38	"21950323,21958931,21960279,21962785,21964982,21967577,21968696,21970120,21971083,21981891,21991011,21995247,21997416,21997700,21998536,22001083,22005030,22005301,22012519,22013904,22015886,22017372,22025558,22028587,22035699,22040759,22046965,22048208,22059059,22061010,22063090,22063759,22065805,22068601,22069870,22078875,22086715,22089466,"	"21954115,21958994,21960413,21962889,21965091,21967656,21968827,21970241,21971185,21981994,21991104,21995405,21997486,21997849,21998766,22001180,22005156,22005439,22012600,22013989,22015988,22017411,22025664,22028660,22035807,22040868,22047108,22048249,22059222,22061145,22063246,22063912,22066000,22068844,22070037,22078997,22086857,22089628,"	ABCC9	NM_020297.3	1	8324	8187.54	8463.92	35.59	19.67	100.00	8463.92	35.59	19.67
NM_005691.3	12	-	21958107	22089628	21958107	22089608	38	"21958107,21958931,21960279,21962785,21964982,21967577,21968696,21970120,21971083,21981891,21991011,21995247,21997416,21997700,21998536,22001083,22005030,22005301,22012519,22013904,22015886,22017372,22025558,22028587,22035699,22040759,22046965,22048208,22059059,22061010,22063090,22063759,22065805,22068601,22069870,22078875,22086715,22089466,"	"21958245,21958994,21960413,21962889,21965091,21967656,21968827,21970241,21971185,21981994,21991104,21995405,21997486,21997849,21998766,22001180,22005156,22005439,22012600,22013989,22015988,22017411,22025664,22028660,22035807,22040868,22047108,22048249,22059222,22061145,22063246,22063912,22066000,22068844,22070037,22078997,22086857,22089628,"	ABCC9	NM_005691.3	0	4670	4533.54	0.00	0.00	0.00	0.00	8463.92	35.59	19.67
